Avg. Session Length,Time on App,Time on Website,Length of Membership
31.514737857801983,12.595671305072534,39.6003764658614,3.7517345520890513
31.52619789823981,12.045331979699332,38.50588332918249,2.847709026474498
33.324240521849696,11.084584086421872,36.77601657686874,4.74698970293514
32.29464154956504,12.44304789043987,37.32784803784372,5.084861308602489
32.90469244491627,11.91374515283876,36.058647603220486,1.2281124234144234
33.88994100692418,13.068638584182434,37.54052035512257,3.79872531905254
33.358398281424215,12.70368792886871,36.10091445210865,2.72410820200549
34.43642583784763,13.325469096138631,36.76860309148005,3.37125811322392
33.75499472831927,12.06415663219932,37.271221692501925,3.9705556280753487
33.33067252364639,12.795188551078114,37.53665330059473,4.446308318351435
34.70252897286158,11.695736293481328,37.1902677104526,3.5765259152594644
32.53677489754807,11.121366060509414,36.97937237345656,4.129254688094536
32.02159550138701,11.366348309710526,36.683776152869605,4.685017246570912
34.14039342796294,11.568526641744768,38.918748541019504,4.082855278762214
32.771715009701,11.540832436151057,37.526421027792445,2.924020724598205
32.38625185558597,10.674653472691904,38.00658317947767,3.4015223445155094
32.319857972167306,12.418113202231622,36.155336204959546,3.222080766760957
33.86318870719846,11.52352268106905,35.9380452301724,3.0130325004194374
34.18382052058911,13.349912944366531,37.827394227862136,4.252006105620936
30.97167564388777,11.731364294077403,36.074551140168914,4.4263640805293125
32.69323953887129,12.600750401563928,37.37011822360151,3.467014066009709
32.55949313011333,11.79779551488024,37.77736579677647,3.1956257763719886
33.71598091844986,12.418808324753911,35.771016191612965,2.735159567082275
33.74922777081331,11.13714030231066,38.40137368953426,4.595522708601322
33.89457038870139,13.300299363336556,36.393683855020775,4.4900020655598345
31.874551694585367,10.290350765056484,36.929761561703394,3.491093337009152
34.14496898723948,12.902664889103926,36.61119877576035,2.2239934582520533
33.322501051305466,12.391422991118318,36.84008572976701,2.336484668112853
32.018074010632084,10.079463451952432,38.0706642585136,2.6181653103960847
33.45961931752967,12.664390524735165,36.36684324701071,1.726962043188511
31.967320947882403,11.481587147836263,39.24096484164356,3.5325171645393527
34.173752023676585,12.144748536704864,37.25803145871123,3.397363092819078
31.531604482572902,13.378562784168986,38.73400628989712,2.2451477874052825
32.35147815076609,13.105158522307253,35.57484166706179,3.641497161540088
32.23014911593311,11.084360836740512,37.9596843202141,4.724027439824315
33.612563354981084,11.47056500466582,37.0616887661275,3.802511438790271
34.40240964824356,14.220979108167343,37.52319665049046,4.0777750980104255
33.02933195350689,11.765812645482358,37.73852494557909,2.7217359920452187
32.76245596030955,10.952353380458652,37.64629178743077,4.019470351595002
33.499506100675546,11.946590884981754,36.486325072393406,3.937862643180167
31.57020082932026,13.378063328893631,36.33780003116479,4.369366793790984
34.55528258670921,11.777772039564963,37.97982686004657,3.784273087078304
32.43075793005128,11.306232344673576,37.68040322813719,2.7795207192736093
30.4925366965402,11.562936246652605,35.97656497174036,1.4816166268553612
34.814983943728855,12.114944955194904,36.28872395038688,4.389455226416517
32.38696867463189,12.717995102314037,35.12882235312117,3.4810621331251683
32.25997326555701,14.132893457553363,37.023479236405706,3.7620704427115657
34.08164619679617,12.104542428062686,36.05964597986499,3.974522480483529
31.358477192437007,12.809883473378118,36.5496679900966,3.637701279515837
32.13386240984833,11.612650769570312,39.24880390433504,3.349245382527182
33.87936082480498,11.584782999535266,37.087926070983805,3.71320920294043
33.556555671402755,12.960307128914414,37.951946317735135,3.3459223210048927
34.03416353106073,13.592512657946294,36.83865678634849,3.605933917733071
32.53082944110282,12.354607081759855,37.12234520816764,2.30755242118396
34.37939438496412,12.930928541308226,36.36024719793431,3.7927119551515887
33.12239998431699,11.509047996817198,37.25305774145061,3.182329731786818
33.15425475700075,11.795886676889108,37.65861690944284,4.520353377496559
32.53379686092211,12.293365838346627,37.06462119956545,3.6203649883552
32.04448612744043,13.41493473585169,36.11243501077792,2.258686386946843
32.26200310699493,11.644969546399302,37.02687697079434,3.2367328142505314
31.44597248275779,12.846499067474369,37.86921693600857,3.420149530164856
32.6055836415705,12.068816079691766,36.1050004999139,3.917451119136939
31.94801742116136,13.085356892368791,37.60565280041329,2.648596770203317
31.66104982274608,11.398064190096813,36.59445670006827,3.198399271684906
32.40714829999668,13.808798675105962,37.42676891745393,5.039955263662929
33.35687434475742,13.45212895943564,38.5030088492416,3.318822278930894
33.25633546983111,13.85806246213124,37.78026468722867,5.97676812602
33.87103787934198,12.026925339755058,34.47687762925054,5.493507201364199
33.14207932732039,11.433379933334455,35.89243163440533,4.470282584120023
32.88710464561531,12.387184173554845,37.431159098326106,6.401228837806773
33.71065305912268,13.664747875183542,37.72438615760942,1.3626740800013843
33.23765998436727,13.566159613087605,36.4179847963968,3.746572973103466
32.78494023263413,12.451200012438312,36.66579136924871,3.535802467873828
32.381034590963445,12.433128529733452,37.62690680204789,4.334001444341368
33.432231396262715,10.859608533152713,38.83567008085342,3.669225611315444
33.79512493081247,11.620996507575208,38.4194685327455,4.559699083258959
33.540976791782235,11.85189083494272,37.42454792226391,1.7677307075942403
33.877779300122526,12.517666287393077,37.15192066097144,2.669941624279581
32.518196813999246,11.509253453525044,36.59928908739349,3.0226757598626595
32.33598963740772,13.007819424388568,37.85177916943607,2.996364526268539
34.33667722314705,11.246812606011584,38.68258378408295,2.0947616690074846
31.820998201672072,10.771074062599588,37.278639793707605,3.5190324339539223
33.24732220295966,11.956426484854196,36.5173461200418,3.451750709833103
34.3703270461643,11.887800415781037,37.86144725932397,3.0466201888222324
31.954903856634843,10.963131776054832,37.327282689879496,3.5786339003939878
33.5985203185533,11.586319529181234,39.09462702670515,3.6043985602569495
33.66661568345138,10.9857637851215,36.35250276938114,0.9364975973183264
32.21552741998912,12.216854693359824,36.95395970110429,2.910530822492482
33.79203907501622,12.507525374016035,37.14286198458455,4.214495086037866
31.312349599444342,11.684904192367505,38.71707629773135,3.594295099901167
32.077590044329135,10.347876945661575,39.04515569638811,3.43455972254092
32.096108993845185,10.804890557641668,37.37276214632111,2.6995620549722683
33.36938093820547,12.222483941893726,36.35523488364423,3.4470177927906893
33.000914755642675,11.330278057777512,37.11059744212085,4.104543202376424
33.45430192604019,11.016755636715027,37.6373109611636,4.137000388171067
